date,type,actor,affiliation,state_or_district,event,detail,race_link,significance,source_url
2026-08-18,안보,도널드 트럼프(대통령)·피트 헤그세스(전쟁장관),미 행정부,,트럼프— 헤그세스에 한미 연합훈련 '대폭 축소' 지시(8/16 트루스소셜)— UFS 개시 몇 시간 전; 2기 들어 첫 연합훈련 축소 지시— 훈련은 8/17 예정대로 개시,트럼프 게시— 'Based on my very good relationship with Kim Jong Un; of North Korea; I am not happy with the fact that the United States has; long ago; agreed to participate in Joint Military Exercises with South Korea(김정은과의 매우 좋은 관계에 비추어 미국이 오래전 한국과의 연합훈련 참가에 합의한 사실이 불만)'; 훈련이 'not only costly(비용이 많이 들 뿐 아니라)'— 비용 상당분 미국 부담— 'send a signal that is totally inappropriate and hostile(전적으로 부적절하고 적대적인 신호)'; 북한을 '내가 대통령인 동안 위협적이지 않고 예의를 갖춰온 나라'로 규정; 'it is too late to cancel(취소하기엔 너무 늦었다)'며 중단 아닌 축소— 'substantially reduce(대폭 축소)' 지시; '다소 무관한' 사안이라며 이재명에 이란 비핵화 동참 요청했으나 'No thanks!(사양하겠다)' 답변 받았다고 주장; UFS 8/17 예정대로 개시(8/27까지·한국군 약 1만8천명)— 한국 국방부 'proceeding as previously notified and scheduled(기존 통보·계획대로 진행)'— 군 당국자 8/17 현재 미측의 규모 조정 구체 요청 없음; 감축 대상은 미측 참가분— 실제 감축 폭 미계량(추적 대상); 선례는 2018년 6월 싱가포르 회담 직후 중단 발표; 전국 브리핑 8/18 [K] 미확인 플래그 해소분(AP/NPR·알자지라·NBC·WP·한국 통신사 확인),,3,https://www.npr.org/2026/08/17/g-s1-138969/trump-exercises-south-korea
2026-08-18,안보,잭 리드(D-RI)·마크 켈리(D-AZ)·앤디 김(D-NJ)·톰 틸리스(R-NC)·프라밀라 자야팔(D-WA),미 의회(초당파),,훈련 축소에 초당파 의회 반발(8/17)— 리드 상원군사위 간사 '무분별한 결정'; 틸리스(R-NC) 이례적 공화 이탈— '북한군 수천 명을 푸틴 지원으로 풀어주는 것'; 앤디 김 '일방 발표할 일 아니다',잭 리드(상원 군사위 민주 간사)— 'another inane; haphazard decision(또 하나의 무분별하고 즉흥적인 결정)'·'When President Trump cuts military exercises to flatter a dictator or punishes South Korea for declining to join a war he started; all of our allies — and adversaries — think that America's commitments are negotiable(독재자에게 아부하려 훈련을 줄이거나 자신이 시작한 전쟁 불참을 이유로 한국을 벌하면 동맹과 적성국 모두 미국의 공약이 협상 가능하다고 여긴다)'·'중국과 러시아가 지켜보고 있다'; 마크 켈리(군사위)— 'hollowing out these joint exercises is shortsighted and a mistake(연합훈련 공동화는 근시안적이며 잘못)'— 트럼프 게시 수 시간 만; 앤디 김(상원 유일 한국계)— 'Decisions about joint exercises need to be made jointly – and not announced unilaterally by social media(연합훈련 결정은 공동으로 내려야 하며 소셜미디어 일방 발표할 일이 아니다)'·안보·경제·통상·기술 유대 강화 압박 계속 천명; 자야팔(D-WA)— 역내 안정에 'dangerous(위험)'; 틸리스(R-NC; 은퇴 예정 현직)— 'South Korea has been a solid military ally for over 70 years that possesses exquisite military capabilities(한국은 70년 넘게 탁월한 군사역량을 갖춘 굳건한 동맹)'·'Reducing joint exercises with South Korea does nothing more than free up thousands of North Korea's troops to support Putin's systematic kidnapping; torture; rape and murder of innocent Ukrainian citizens(연합훈련 축소는 푸틴의 조직적 납치·고문·강간·살해를 지원할 북한군 수천 명을 풀어주는 것 이상이 아니다)'; 틸리스가 반대 논거를 북러 파병 파이프라인(DB 7/27·8/12)으로 경유— 의회 강경파가 제재 집행·NDAA 한국 조항용으로 축적해 온 증거 기반이 행정부를 향해 전환; 현재는 성명 단계— 9월 NDAA 조정회의 문안·본회의 수정안 전환 여부가 관건; NC 상원은 Tier-1이나 틸리스 은퇴로 본인 선거 동기는 없음,NC 상원,2,https://www.aljazeera.com/news/2026/8/17/democrats-rebuke-trump-over-scaling-back-military-drills-with-south-korea
2026-08-18,북한,대통령실(한국)/이재명 정부,한국 정부,,대통령실— 훈련 축소에 '페이스메이커' 역할 천명(8/17)— 북미 정상 관계가 '의미 있는 대화'로 이어지길 기대; 9월 유엔총회·11월 선전 APEC 계기 트럼프-김정은 회동 관측 부상,대통령실 관계자— '오늘 트럼프 대통령의 소셜미디어 메시지를 주목'·'북미 정상 간 우호적 관계가 양국 간 의미 있는 대화로 이어져 한반도 평화와 안정을 진전시킬 논의가 시작되기를 기대'·'긴밀한 한미 협력하에 페이스메이커로서 필요한 외교적 노력'; 훈련 관련— '한미는 굳건한 연합방위태세 유지와 연합연습·훈련에 관해 긴밀히 협의해 왔으며 구체 사항은 계속 협력'; 이란 관련 트럼프 'No thanks!' 서술 반박— 한국이 '이란 휴전과 호르무즈 통항 자유 회복 국제 논의에 적극 참여'·'한반도 대비태세와 국내 법 절차 등을 고려해 실질적·군사적 기여 방안을 미측과 현재 협의 중'— 사실관계 상충(판정 보류·추적 대상); 여당 의원·외교 소식통— 9월 유엔총회 계기 시진핑 방미 국면서 비핵화 논의 재개 가능성·11월 선전 APEC 연계 아시아 순방서 김정은 회동 타진 가능성 관측; 북한은 연합훈련 중단을 대화 전제조건으로 요구해 온 만큼 축소는 일방적 선지급으로 해석; 이재명 광복절 4자회담 제안(DB 8/17)과 방향은 같으나 서울은 사전 협의 대상 아니었음— '페이스메이커' 언어는 기정사실의 역할 전환 시도,,2,https://www.koreajoongangdaily.com/korea/blue-house-vows-to-serve-as-pacemaker-for-us-with-north-as-trump-calls-for-reduced-joint-drills/12828179
2026-08-18,통상,김정관(산업장관),한국 정부,,김정관 산업장관 댈러스 도착(8/16 현지)— 2천억 달러 투자계획 '예상보다 많은 쟁점' 공개 인정— 8월 말 발표 목표 명목 유지; 여한구 경질 이틀 만의 단독 고위 채널,김 장관— '8월 말이나 9월 초쯤 프로젝트 발표를 검토한다고 앞서 말했지만 최종 단계에 접근하면서 실무 차원의 구체적 쟁점들이 여러 건 나오고 있다'·'예상했던 것보다 여러 쟁점이 나오고 있다'·'어떻게든 풀어서 8월 말 목표를 맞추자는 목표로 왔다'; 2천억 달러는 관세율 25%→15% 인하 대가인 3500억 달러 공약의 잔여분— 1500억 달러는 조선 협력 배정; 산업부— 섹션 301 과잉생산 조사 결과 이달 말 발표 예상; 지난달 발표 섹션 301 강제노동 관세(60개 교역국 10~12.5%)에서 한국은 일본·스위스와 함께 12.5% 적용— 과잉설비 조사 대상 16개 경제권에도 포함; 2천억 달러 패키지의 실무 단계 지연을 서울이 처음 공개 인정— 여한구 통상교섭본부장 경질(DB 8/17) 이틀 만; 워싱턴 아닌 댈러스에서 채널 개시— 텍사스 198억 달러 가스발전 단지 1호 발표 후보설과 부합; 15% 상호관세율은 여전히 인질(DB 8/15); 11월 이전 발표 가능한 외국인투자 성과 수요가 8월 말 목표를 정치적 날짜로 만듦,,2,https://www.upi.com/Top_News/World-News/2026/08/17/korea-Korea-Industry-Minister-Kim-Jung-hwan-Seoul-Washington-resolve-investment-plan/6881786958284/
2026-08-18,통상,백악관 무역제조업정책국(OTMP)/피터 나바로,미 행정부,,(back-fill) 백악관 OTMP 'The Great Transshipment Scam' 보고서(8/13; 8/14 보도)— 한국을 1군 최고위험 환적국으로 분류·경기도 반도체 벨트 적시— 나바로 한국 철강 덤핑도 별도 비판,보고서— 중국 수출업체가 40개국 이상 'shadow transshipment network(그림자 환적 네트워크)'로 미 관세 회피— 연간 노출 400억~3030억 달러 추정(골드만 400억·CEA 342억~896억(중간값 600억)·Exiger 750억·상무부 1090억·Altana 상한 3030억; 방법론 상이로 합산·직접비교 불가 단서); 한국은 캐나다·EU·인도·이스라엘·일본·멕시코·대만과 함께 Category 1 'Diversified Scale Leaders' 분류; 경기도 반도체 벨트를 중국 연계 집적회로(HS 854239) 유통 경로 가능성으로 특정— 피닉스·오스틴·포틀랜드·새너제이 반도체 생산에 경쟁 압력 가능 서술('Ugly Sister Cities' 비교는 확인된 불법 환적 사례 아님 명시); 나바로— 중국이 40여 개국으로 '수출을 세탁'·보고서는 'a warning to the world(세계에 보내는 경고)'·같은 브리핑서 한국 철강 덤핑 비판하며 관세가 'only defense(유일한 방어수단)'; 보고서 자체 단서— 고위험 분류가 불법 환적 입증 아님·교역 이동 상당분은 실제 생산·소싱 변화; 나바로— 진행 중 섹션 301 조사와 '완전히 별개'이나 향후 협상 참고 가능; AI 기반 'Detective Border' 시스템·6/3 행정명령(원산지 허위신고 시 약 1년 소급 관세) 병행; 강제노동 12.5% 관세·과잉생산 조사에 이은 세 번째 대한 통상 전선— 이번엔 반도체 기반 겨냥— 김정관 장관의 2천억 달러 협상 지렛대화 소지,,2,https://www.upi.com/Top_News/World-News/2026/08/14/White-House-China-tariffs-transshipment/2941786740283/
2026-08-20,안보,한국 합참·미 국방부·안규백(국방장관)·조현(외교장관),한미 군당국/한국 정부,,UFS 공식 5일로 단축 확정(8/19)— 8/27→8/21 종료·11일→5일·2단계(반격) 취소·연합 야외기동 축소; 조현 '한미 어느 쪽도 사전 인지 못함' 국회 답변,한국 합참·미 국방부 당국자 8/19 확인— 8/17 개시 훈련이 8/21 종료(원래 8/27)·11일→5일; 합참— '미측 제의로 기간·범위 부분 조정 합의'·일부 연합 야외기동훈련 축소(세부 협의 중); 미 국방부 당국자— 훈련 및 연계 실기동을 'substantially reduced(대폭 축소)'·일부 'cancelled or switched to simulations(취소 또는 시뮬레이션 전환)'·다만 'preserve essential readiness and training aims; with no degradation to U.S. training objectives(필수 준비태세·훈련목표 유지; 미측 훈련목표 저하 없음)'— 쟁점화된 주장으로 취급(판정 보류); 안규백 국방장관— 2단계 취소 방향(초기 방어 단계 후 반격작전 상정 단계); 조현 외교장관 8/19 국회— 한미 어느 쪽 당국자도 트럼프 지시 사전 미인지; 이재명 8/18— 을지훈련은 방어적·대북 공격이나 긴장 고조 의도 없음; 왕이 중국 외교부장 8/19~8/20 방한(역내 안보협의)— 서울서 미국의 대북 'hostile policy(적대정책)' 전환 촉구; 핵심 비용은 전작권— UFS 26은 미래연합사 완전운용능력(FOC) 공동평가 수행 예정이었고 서울은 인증 후 연내 SCM에서 전환 시기 제안 계획(2025년 11월 한미 합의)— 훈련 반감·반격단계 삭제로 인증 증빙 기반 상당 부분 제거; 8/18 DB 등재 '트럼프 축소 지시'의 실행 확정분— 전국 브리핑 8/20 [K] '미확인 플래그 해소' 반영,,3,https://www.defensenews.com/news/pentagon-congress/2026/08/19/us-south-korea-to-cut-length-scope-of-military-drills-after-trump-order/
2026-08-20,북한,김여정(노동당 중앙위 부부장),북한,,김여정— 훈련 축소 '논평할 가치 없다' 일축(8/19 밤 KCNA)— 다만 '두 정상 관계는 여전히 훌륭'·강경 어조 배제; 같은 날 KCNA는 담화 아닌 '논평' 형식으로 트럼프 언급 회피,김여정 담화— 'We think it's not worth making comments on that and we have no interest in it at all(논평할 가치도 없고 전혀 관심 없다)'; 규모·기간이 줄어도 훈련의 성격은 여전히 도발적·공격적— 올해 진행된 다른 한미 훈련들과 한국의 핵추진잠수함 추진 병기; 'The relationship between the two leaders remain excellent(두 정상 간 관계는 여전히 훌륭하다)'— 김정은이 트럼프에 'good memories(좋은 기억)' 보유·다만 최근 소통 여부는 본인 미인지; 통상의 강경 어조 부재가 특징; 같은 날 앞서 나온 KCNA 논평— 미국·한국을 'warmongers(전쟁광)'로 지칭하며 자위권 계속 행사 천명하되 트럼프·그의 지시·축소 사실은 일절 미언급; 홍민(통일연구원)— 고위급 담화나 무력시위가 아닌 논평 형식 선택은 대화 여지를 남기려는 의도로 해석 가능; 평양은 양보를 수취하되 상응 조치 없음— 이번 일방 축소가 교환이 아닌 선지급임을 확인시키는 대목; 8/14 '압도적 대응' 경고·훈련의 '침략전쟁 연습' 규정에서 어조 후퇴,,2,https://www.military.com/north-korea-shrugs-off-trumps-scaled-back-drills-with-south-korea-saying-it-changes-nothing
2026-08-20,북한,도널드 트럼프(대통령)/미 당국자(WSJ 인용),미 행정부,,"WSJ(8/18 ET)— 트럼프, 이르면 올가을 김정은 대면 회동 타진하도록 참모진 압박; 11월 선전 APEC 계기 아시아 순방 거론— 공식 준비는 미착수(로이터 독자확인 불가)",월스트리트저널이 미 당국자 인용 보도(8/18 ET; 코리아헤럴드 8/19 KST)— 트럼프가 'as soon as this fall(이르면 올가을)' 김정은과의 대면 회동을 탐색하도록 참모진에 압박; 11월 아시아 순방(중국 선전 APEC 정상회의) 계기 논의— 다만 'No formal preparations for a summit have begun(정상회담 공식 준비는 착수되지 않았다)'; 로이터 독자 확인 불가·백악관 논평 요청 무응답— 미확인 상태로 등재(추적 대상); 트럼프 8/17— 김정은이 자신의 조치에 '반응했다'고 언급하되 세부 미공개; 엘렌 김(한미경제연구소 KEI 선임연구원)— 훈련 지시의 목적을 세 갈래로 판독: 통상 합의상 대미 투자 이행 속도에 대한 서울 압박·이란 국면에서 시선 이전·대(對)평양 외교 재개— 'Trump is trying to catch three birds with one stone here(트럼프는 여기서 돌 하나로 새 세 마리를 잡으려 한다)'; 훈련 축소가 단독 비용 불만이 아니라 정상회담 트랙 내부에 있음을 보여주는 첫 소스 기반 보도이자 2천억 달러 투자 패키지(8월 말 시한)와의 연결 고리; 트럼프-김 1기 3회 회동(2018 싱가포르·2019 하노이·2019 판문점)— 비핵화 합의 도출 실패; 11월 이전 회담은 중간선거 막판 국면과 겹침— 상원 군사위 민주(리드·켈리)·틸리스(R-NC)는 이미 반대 진영,,2,https://www.koreaherald.com/article/10844783
2026-08-21,북한,도널드 트럼프(대통령)·안규백(국방장관),미 행정부/한국 정부,,트럼프— 연내 김정은 회동 명시(8/19 'Yeah; I will be')— 북한 핵무기 '57기' 공개 특정(미 대통령 최초); 비핵화 목표 여부 답변 회피— 안규백 8/20 국회 '80~120기' 추정 제시,8/19 백악관 앞 기자문답— 2026년 내 김정은 회동 여부에 'Yeah; I will be(그렇다; 만날 것)'— 시기·장소 미공개; 같은 자리에서 북한이 '57 very powerful nuclear weapons(매우 강력한 핵무기 57기)' 보유 발언— 연합뉴스는 미 대통령이 북 핵무기 수량을 공개 특정한 최초 사례로 보도— 출처·기준(조립 탄두/배치 무기) 모두 미제시; 같은 날 별도 브리핑— 재관여 목표가 비핵화인지에 대한 답변 회피·김정은과 '좋은 관계' 반복·자신이 대통령일 때 일본과 한국이 '훨씬 안전' 주장; 안규백 국방장관 8/20 국회 국방위— 한국 측 추정 대략 80~120기·'숫자가 다소 다른 것으로 보인다'·'정확한 수치는 제시할 수 없다'— 공개 특정이 북한 핵보유국 지위 공식 인정이 되기 때문·트럼프 추정치 논평 거부; 그 밖 공개 추정 SIPRI 약 60기(2026-01 조립 탄두)·FAS 약 60기(2026)·KIDA 이상규 127~150기; WSJ 11월 선전 APEC 계기 회동 추진 보도(DB 8/20) 직후— 회담 공식 발표 없음·북한도 준비 확인 없음(추적 대상); 탄두 수 특정은 핵무기고를 관리 대상 재고로 취급하는 화법— 비핵화 목표 미확인과 결합 시 CVID 틀에서 군축 틀로의 이동 가능성 시사; 서울은 핵보유국 표찰을 인정하지 않고서는 미 대통령 수치를 정정할 수 없는 구조; '57기'는 주장으로 취급— 확정 사실 아님; 전국 브리핑 8/21 [K] 반영,,3,https://www.stripes.com/theaters/asia_pacific/2026-08-20/north-korea-nuclear-weapons-trump-22605818.html
2026-08-21,북한,북한/한국 합동참모본부·대통령실 국가안보실,북한/한국 정부,,북한— 축소된 UFS 기간 중 단거리탄도미사일 약 10발 연속 발사(8/20 17시경 평양 일대→동해)— 2026년 11번째 탄도 발사; 안보실 회의 소집,합참 8/20 17시경 평양 일대 발사 포착— 동해 방향; 합참·연합 집계 약 10발(NK News 약 12발)— 서울 집계 기준 2026년 11번째 탄도 발사·8/12 이후 처음; 합참— 추가 발사 대비 감시·경계 강화·미일과 정보 공유·완전 대비태세 유지; 대통령실 국가안보실— 국방부·합참 참석 회의 소집·대응 및 안보 영향 평가— '을지 자유의 방패 연습이 진행 중인 상황'에서 철저한 대비태세 유지 강조·유엔 안보리 결의 위반 도발 중단 촉구; 발사는 트럼프 정상회담 발언(8/19) 몇 시간 뒤·김여정의 훈련 축소 '논평할 가치 없다' 담화(DB 8/20) 다음 날; 평양은 8/17~8/19 미측 일방 양보를 수취하고 수사적 상응을 거부한 뒤 자신을 위해 축소된 바로 그 훈련 기간에 발사— 동시에 정상 간 채널은 형식상 '훌륭' 유지; 정상회담 전 자제가 아니라 양보 수취 후 입장료 인상 전략과 부합— 선지급 논지(DB 8/18·8/20)의 실증; NDAA 조정회의 앞 '분위기용 양보 불가' 논거 보강,,2,https://www.upi.com/Top_News/World-News/2026/08/20/North-Korea-fires-ballistic-missiles-East-Sea/3501787219581/
2026-08-21,산업,한화디펜스USA/한화에어로스페이스·미 육군,한국 기업/미 행정부,AL,"한화— 미 육군 기동전술곡사포(MTC) K9MH 시제 계약 수주(8/18~8/19 발표)— 초기 1억 30만 달러·최대 2억 6,290만 달러— 한국 방산 최초의 완성 무기체계 미 군 사업; 생산지 앨라배마 겨냥","미 육군— 한화디펜스USA를 Mobile Tactical Cannon(MTC; 기동전술곡사포) 사업 K9 Mobile Howitzer(K9MH) 시제 공급업체로 선정; 초기 계약 1억 30만 달러— 최대 2억 6,290만 달러; 시제 6문 가속 인도 + 12문 옵션; 노후 M777 견인곡사포를 대체할 155mm 고기동 차륜형 플랫폼; 국내 보도— 한국 방산기업이 완성 무기체계(complete weapons system)로 미 군 사업을 수주한 최초 사례; 한화는 앨라배마 생산 겨냥; 국내 업계 추정 최종 소요 약 500문·10조 원(약 71억 달러)— 계약 물량 아닌 전망치(단서); 2천억 달러 패키지 지연(DB 8/18)과 섹션 301 3개 전선(강제노동 12.5%·과잉생산 조사·환적 보고서; DB 8/18) 압박 국면에서 한국 자본이 미 조달 체계 내부 구조적 지분을 매입하는 대항 흐름— 한화는 MASGA 조선 트랙(필리 조선소 50억 달러)과 육군 지상체계 양쪽에 진입; 앨라배마는 경쟁 연방 선거구 아니나 한국 투자 지도(GA 메타플랜트·PA 필리·TX 가스발전)를 네 번째 주로 확장— 행정부의 국내 일자리 서사 소재",,3,https://www.koreatimes.co.kr/business/companies/20260819/hanwha-aerospace-selected-to-build-prototypes-for-us-army-mobile-artillery-program
2026-08-22,안보,한국 합참·미 인도태평양사령부/한미 군당국,한미 군당국,,UFS 8/21(금) 종료 — 원래 8/27 대비 6일 단축·2단계(반격작전) 삭제; 예정된 연합 야외기동훈련(FTX) 14건도 절반 축소 합의(한국군 설명),AP/PBS 8/21— 한국군 지휘소연습 금요일 종료 확인; 이번 훈련은 원래 2단계·11일 일정— 8/21까지 방어작전·8/27까지 반격작전— 북한이 가장 민감하게 반응하는 2단계가 삭제된 것; 한미는 UFS 기간 중 연합 FTX 14건 시행 예정이었으나 '이 또한 절반으로 줄이기로 합의(agreed to halve them)'— 한국군 설명; 미 인도태평양사령부— 8/20 발사가 미 본토·역내 동맹에 즉각적 위협 아님·본토 및 동맹 방위 공약 유지 천명; 북한 입장은 이 조치가 대화 복귀 설득에 '충분치 않다(isn't enough)'— AP; 축소가 일수만의 문제가 아님이 확인된 지점— 2단계 삭제는 반격작전 연습을·FTX 반감은 실기동 반복을 제거; 둘 다 UFS 26이 수행 예정이던 미래연합사 FOC 인증의 증빙 기반(DB 8/20)— 서울이 올해 SCM에서 제안하려던 전작권 전환 일정표는 문서적 근거 상실; 9월 FY27 NDAA 조정회의에서 초당파 반대 그룹(리드·켈리·앤디 김·자야팔·틸리스; DB 8/18)이 '발표'가 아닌 수량을 근거로 삼을 수 있게 됨; 전국 브리핑 8/22 [K] 반영,,2,https://www.pbs.org/newshour/world/u-s-south-korea-military-drill-wraps-up-early-a-day-after-north-koreas-missile-barrage
2026-08-22,안보,조현(외교장관)·정구연(강원대)·유지훈(KIDA)·조지프 윤(전 주한대사대리)·왕이(중국 외교부장),한국 정부/전문가/중국,,조현 8/19 국회— 훈련 단축 지시에 '3500억 달러 대미 투자 이행 가속 압박' 성격도 있다고 판단 제시; EAI·중앙일보 조사 대미 신뢰 45.4% 대 불신 46%로 균열,조현 외교장관 8/19 국회— 트럼프의 훈련 단축 지시가 관세 인하 대가인 3500억 달러 대미 투자를 서둘러 이행하도록 서울을 압박하려는 의도도 일부로 보인다(로이터 8/19); 미국의 대북 대화 추진 국면에서 '한미동맹이 약화되지 않도록(to make sure the South Korea-U.S. alliance does not weaken)' 최선을 다하겠다·사전 미통보 인정; 정구연(강원대)— 김여정 담화의 함의는 '정상회담의 문을 닫는 것이 아니라 재관여의 가격을 올리는 것(raising the price of reengagement; rather than closing the door to a summit)'·북미 합의 시 '미국은 정상회담의 외교적 이득만 취하고 한국은 대북 양보의 안보적 결과를 모두 떠안는다'; 유지훈(KIDA)— 양국 정부는 대북 외교 재개·한국의 자체 방위책임 확대라는 넓은 목표를 공유하며 차이는 거래적 방식— '한국인들이 안보 공약이나 연합훈련이 이란·투자·통상 같은 무관한 사안의 지렛대로 쓰일 수 있다고 믿기 시작하면 워싱턴의 신뢰성에 대한 확신이 약해질 수 있다'·더 큰 위험은 '정치적 신뢰의 점진적 침식(gradual erosion of political trust)'; 조지프 윤(전 주한 미국대사대리)— 단기 회동 성사되더라도 '형식적(pro forma)'일 수 있음; 중앙일보·동아시아연구소(EAI) 최근 조사— 미국을 신뢰할 수 있는 파트너로 보는 응답 45.4% 대 신뢰할 수 없다 46%; 부정적 인상 응답자 43.6% 중 4분의 3이 통상·투자·국방에서 동맹을 대하는 미국의 강압적 행태를 이유로 제시; 왕이 중국 외교부장 방한(8/19)— 한반도 평화·안정 촉진 계속 천명하되 정상회담 중재 가능성 질문에는 미북이 알아서 할 일·미국이 대북 적대정책 폐기해야 한다고 답변(DB 8/20 방한 등재분의 발언 세부); 준비태세 축소와 통상 파일이 하나의 협상임을 한국 각료가 공개 기록으로 확인한 첫 사례— 지금까지 이 연결은 분석적 추론(DB 8/18·8/20); 45.4 대 46 여론 균열은 '페이스메이커' 프레이밍(DB 8/18)과 이재명 공개 환영(DB 8/21)의 한계선; 트럼프 의도에 대한 조 장관 판독은 사실 확정이 아닌 의도에 관한 증언으로 취급,,2,https://www.npr.org/2026/08/21/g-s1-139466/as-trump-courts-kim-pyongyang-ups-price-while-seoul-fears-being-sidelined
2026-08-22,통상,김정관(산업장관)·하워드 러트닉(상무장관)·제이미슨 그리어(USTR 대표)·러셀 보트(OMB 국장),한국 정부/미 행정부,,(back-fill) 김정관 장관 8/16~8/19 워싱턴 라운드— 러트닉 2회(투자 프로젝트 쟁점·이행 일정)·그리어(섹션 301)·보트(조선 산업기반) 면담; 산업부 '이익의 균형' 유지 천명,산업통상자원부 8/19 발표(UPI/아시아투데이 8/19 19:47 ET)— 김정관 산업장관 일~수(8/16~8/19) 워싱턴 체류; 월·화 러트닉 상무장관과 전략투자 프로젝트의 '핵심 쟁점과 이행 일정' 심도 논의— 한미 조선협력센터 개소 계기 7/22~23 회동 약 3주 만; 8/19(수) 그리어 USTR 대표와 섹션 301 조사 포함 양자 통상 현안 협의·통상당국 간 소통 채널이 '안정적으로 계속 작동'하도록 요청; 러셀 보트 OMB 국장 면담 예정— 트럼프의 미 조선 산업기반 재건 구상 후속·한미 조선 협력 강화 방안; 산업부 관계자— '한미 통상관계가 안정적으로 유지되고 지난해 관세 합의로 확보한 이익의 균형이 유지되도록 적극 대응하겠다'; 라운드의 형태가 발견— 돈은 상무부 2회·301은 USTR 1회·조선은 OMB로 분산: 2천억 달러 패키지·301 세 전선(강제노동 12.5%·8월 말 예정 과잉생산 판정·환적 보고서; DB 8/18)·MASGA가 단일 카운터파트 없이 별도 트랙으로 진행 중임을 반영; '채널이 안정적으로 계속 작동하도록 요청'은 압박받는 채널에 대한 외교적 표현; '이익의 균형' 어법은 서울이 합의됐다고 보는 15% 상한 방어,,2,https://www.upi.com/Top_News/World-News/2026/08/19/industry-minister-us-investment-trade/6631787183035/
2026-08-22,산업,삼성전자·SK하이닉스·현대차그룹·현대제철·포스코,한국 기업,TX,(back-fill) 한국 대기업 대미 투자 약 100조 원(720억 달러) 가속(8/18~8/19 공시·일정)— 삼성 미주 비유동자산 47.8%↑·SK하이닉스 인디애나 팹 8/27 착공·현대제철 루이지애나 다음 달 초 착공— 2천억 달러 압박 국면의 완충재,서울경제 8/19(KST) 보도— 삼성전자 미주 비유동자산 6월 말 40조 6;414억 원(작년 말 27조 5;055억 원 대비 47.8% 증가)— 전체 비유동자산 중 미주 비중 11.9%→16%; 원인은 370억 달러(약 52조 원) 텍사스 테일러 팹— 1공장 연내 가동·2공장 연말 착공 후 2030년 양산 목표·1.4나노 확장 검토; 테일러는 미 빅테크용 파운드리— 테슬라·메타 등이 요구하는 AI 칩 현지 생산·공급; SK하이닉스 미국 비유동자산 48.9% 증가한 1조 1;003억 원— 38억 7;000만 달러(약 5.5조 원) 규모 인디애나주 웨스트라피엣 후공정 팹— 8/27 착공·2028년 2분기 가동 목표·56만 제곱미터·HBM4E(내년 출시)·HBM5(2028) 중심 전망; 최태원 SK 회장 CNBC 인터뷰— 미국 전공정 팹 부지를 '한 달 넘게 물색'·적지 확보 시 수십조 원 규모 투자계획 발표 의향 시사; 현대차그룹 2028년까지 미국에 260억 달러(약 36.7조 원) 투자 확정(제철·자동차·로봇)— 3분기 중 로봇 메타플랜트 응용센터(RMAC) 개소·휴머노이드 아틀라스 양산·2028년부터 미국 내 연 3만 대 목표·생산기지 부지 실사 착수; 현대제철 다음 달 초 루이지애나 전기로 일관제철소 착공— 총 58억 달러(약 8.2조 원)·현대제철 50%·현대차 15%·기아 15%·포스코그룹 20%·2029년 1분기 상업생산 목표·연 270만 톤 중 180만 톤을 고부가 자동차 강판에 배정; 보도 프레이밍— 미 행정부가 한국 정부의 2천억 달러 이행 속도에 불만을 표한 국면에서 기업 프로젝트가 완충재 역할; 정연승(단국대 경영학)— '미국은 계속 직접투자를 요구하고 대미 관계가 중요하므로 기업의 선제적 투자 확대가 불가피한 측면'·'다만 장기적으로는 우리 핵심 역량이 빼앗기지 않도록 관리해야 한다'; 기업 트랙이 정부 트랙을 앞지르는 비대칭— 정부 간 2천억 달러 패키지가 8월 말 목표를 넘기는 동안(DB 8/18) 민간 자본은 공사 일정 위에 확정; 서울에는 양날— 성의 입증인 동시에 협상력 약화(원하는 투자가 대가 없이 도착); 한국 투자 지도를 TX(테일러)·IN(웨스트라피엣; 8/27 착공은 선거 국면 안쪽)·LA로 확장— AL(한화; DB 8/21)·GA·PA와 연결; Tier-1 상원 레이스는 아니나 행정부의 국내 일자리 서사 소재,,2,https://en.sedaily.com/finance/2026/08/19/samsung-sk-hyundai-accelerate-100-billion-us-investment-push
