date_end,date_start,pollster,sponsor,population,n,dem,rep,value,partisan,internal,poll_id,source_url
2026-04-13,2026-04-08,Survey 160,,RV,1539,47.0,37.0,10.0,,,gen202sur62e6d9ea,https://www.survey160.com/methodological-research-blog/survey-160-tracking-poll-april-2026
2026-04-13,2026-04-10,YouGov,The Economist,RV,1571,45.0,40.0,5.0,,,gen202you200a062e,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_G1zNgZq.pdf#page=49
2026-04-13,2026-04-10,YouGov,The Economist,A,1745,38.0,35.0,3.0,,,gen202youc2d75ff6,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_G1zNgZq.pdf#page=49
2026-04-14,2026-04-10,Verasight,Strength In Numbers,RV,1386,50.0,43.0,7.0,,,gen202ver9645121a,https://www.gelliottmorris.com/p/2026-04-21-april-strength-in-numbers-verasight-poll
2026-04-14,2026-04-10,Verasight,Strength In Numbers,A,1514,49.0,41.0,8.0,,,gen202ver06de9dc4,https://www.gelliottmorris.com/p/2026-04-21-april-strength-in-numbers-verasight-poll
2026-04-15,2026-04-08,GBAO Strategies,Third Way,RV,2000,48.0,40.0,8.0,,,gen202gbaefbb746a,https://www.thirdway.org/memo/the-cost-of-misplaced-priorities-trumps-coalition-frays
2026-04-15,2026-04-08,McLaughlin & Associates,,LV,1000,47.0,43.0,4.0,,,gen202mcl73db4894,https://mclaughlinonline.com/pols/wp-content/uploads/2026/04/National-April-Release-Presentation-4-16-26.pdf
2026-04-16,2026-04-08,Marquette University Law School,,LV,576,53.0,43.0,10.0,,,gen202marb1e8baaf,https://law.marquette.edu/assets/community/poll/MLSPSC31/MLSPSC31Crosstabs_NationalIssues.html
2026-04-16,2026-04-08,Marquette University Law School,,RV,870,48.0,44.0,4.0,,,gen202mardb2854b7,https://law.marquette.edu/assets/community/poll/MLSPSC31/MLSPSC31Crosstabs_NationalIssues.html
2026-04-16,2026-04-08,Marquette University Law School,,A,982,44.0,41.0,3.0,,,gen202marea9f7806,https://law.marquette.edu/assets/community/poll/MLSPSC31/MLSPSC31Crosstabs_NationalIssues.html
2026-04-18,2026-04-17,John Zogby Strategies,,LV,1001,48.0,44.0,4.0,,,gen202joh0a1e6aef,https://x.com/zogbystrategies/status/2047123700990767164?s=20
2026-04-19,2026-04-15,Hart Research Associates/Public Opinion Strategies,CNBC,RV,1000,49.0,45.0,4.0,,,gen202hare0f9b514,https://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2026/04/23/Toplines_260142_CNBC_AAES_Q1_2026_Topline.pdf
2026-04-19,2026-04-14,KFF,,RV,1107,43.0,34.0,9.0,,,gen202kff582c6691,https://www.kff.org/public-opinion/kff-health-tracking-poll-health-care-costs-and-the-midterms
2026-04-19,2026-04-13,Morning Consult,,RV,27869,45.0,42.0,3.0,,,gen202mor74921d58,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls#04-19-2026
2026-04-20,2026-04-17,Beacon Research/Shaw & Co. Research,Fox News,RV,1001,52.0,47.0,5.0,,,gen202beab54fecf9,https://static.foxnews.com/foxnews.com/content/uploads/2026/04/fox_april-17-20-2026_national_topline_april-22-release.pdf
2026-04-20,2026-04-17,Echelon Insights,,LV,1012,50.0,44.0,6.0,,,gen202ech75567eb0,https://echeloninsights.com/hubfs/_Media%20for%20Insights%20Blog/April%202026%20Voter%20Omnibus%20Topline%20-%20External.pdf
2026-04-20,2026-04-15,Ipsos,Reuters,RV,3577,41.0,38.0,3.0,,,gen202ips723b2f06,https://www.reuters.com/world/us/many-americans-question-trumps-temperament-amid-iran-war-pope-spat-reutersipsos-2026-04-21
2026-04-20,2026-04-15,Ipsos,Reuters,A,4557,35.0,31.0,4.0,,,gen202ipse8884e79,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-04/Reuters%20Ipsos%20Large%20Issue%20April%202026%20Topline%204.21%20Release_1.pdf
2026-04-20,2026-04-17,Leger,338Canada; Maintenant Media,A,1004,52.0,42.0,10.0,,,gen202leg6734532b,https://documents.leger360.com/hubfs/%C3%89tudes%20M%C3%A9diatiques/%C3%89tudes%20M%C3%A9diatiques%20-%202026/4.%20%C3%89M%20-%20Avril%202026/20260428%20-%20US%20Poll%20April%202026/US_POL_April_2026_338Canada_VF.pdf
2026-04-20,2026-04-17,Morning Consult,,RV,2203,45.0,42.0,3.0,,,gen202mor572d6544,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#04-20-2026
2026-04-20,2026-04-17,YouGov,The Economist,RV,1549,45.0,40.0,5.0,,,gen202you2142fbd8,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_I24AWdp.pdf#page=65
2026-04-20,2026-04-17,YouGov,The Economist,A,1703,39.0,33.0,6.0,,,gen202you1706e723,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_I24AWdp.pdf#page=65
2026-04-23,2026-04-21,Quantus Insights,,LV,1452,47.0,42.0,5.0,,,gen202qua30319a4e,https://drive.google.com/file/d/1xc5TCNWqDfyPWJbTg5Esp61oyLKRqPms/view
2026-04-23,2026-04-20,The Argument/Verasight,,LV,1000,53.0,47.0,6.0,,,gen202the055f2404,https://www.theargumentmag.com/p/why-democrats-cant-win-more-trump
2026-04-24,2026-04-15,Clarity Campaign Labs,,LV,1000,50.0,45.0,5.0,,,gen202claf159f7a2,https://www.claritycampaigns.com/clarity-omnibus-2026-april
2026-04-26,2026-04-24,Emerson College,,LV,1000,50.3,40.2,10.1,,,gen202eme52b01f0e,https://docs.google.com/spreadsheets/d/1FsVoQjT-tHeejavmtPp3dWF2UpdwGBOe/edit?gid=148203681#gid=148203681
2026-04-26,2026-04-23,HarrisX/Harris,Harvard CAPS,LV,,50.0,50.0,0.0,,,gen202har524f07a0,https://harvardharrispoll.com/wp-content/uploads/2026/04/HHP_Apr2026_KeyResults.pdf
2026-04-26,2026-04-23,HarrisX/Harris,Harvard CAPS,RV,2745,50.0,50.0,0.0,,,gen202harc4ffc78c,https://harvardharrispoll.com/wp-content/uploads/2026/04/HHP_Apr2026_KeyResults.pdf
2026-04-26,2026-04-20,Morning Consult,,RV,28235,45.0,42.0,3.0,,,gen202mor441d3c0c,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls#04-26-2026
2026-04-27,2026-04-24,Ipsos,Reuters,RV,1014,41.0,37.0,4.0,,,gen202ips0bc2dcd0,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-04/Reuters%20Ipsos%20Core%20Political%20April%202026%20Topline.pdf
2026-04-27,2026-04-24,Ipsos,Reuters,A,1269,36.0,31.0,5.0,,,gen202ipsefd2e293,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-04/Reuters%20Ipsos%20Core%20Political%20April%202026%20Topline.pdf
2026-04-27,2026-04-24,Morning Consult,,RV,2201,45.0,42.0,3.0,,,gen202moraf812e1e,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#04-27-2026
2026-04-27,2026-04-21,Public Opinion Strategies,CoinDesk,RV,1000,44.0,41.0,3.0,,,gen202pub024ad9fb,https://www.coindesk.com/policy/2026/05/03/crypto-is-at-the-bottom-of-u-s-voters-priorities-heading-into-the-midterm-coindesk-survey-shows
2026-04-27,2026-04-24,YouGov,The Economist,RV,1645,46.0,41.0,5.0,,,gen202you2ae6f378,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Ty7ikPd.pdf#page=52
2026-04-27,2026-04-24,YouGov,The Economist,A,1834,39.0,34.0,5.0,,,gen202you3de5efa3,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Ty7ikPd.pdf#page=52
2026-04-28,2026-04-25,Big Data Poll,,LV,2874,50.4,39.4,11.0,,,gen202bigf4330694,https://www.bigdatapoll.com/blog/national-mood-worsens-for-republicans-in-april-2026-national-poll
2026-04-28,2026-04-25,Big Data Poll,,RV,3176,47.7,37.1,10.6,,,gen202big0c0c7e6f,https://www.bigdatapoll.com/blog/national-mood-worsens-for-republicans-in-april-2026-national-poll
2026-04-28,2026-04-24,Ipsos,The Washington Post; ABC News,RV,2059,49.0,44.0,5.0,,,gen202ips5f46bb4b,https://www.washingtonpost.com/documents/f7336b89-3d59-4df1-a322-60abcf0b2477.pdf?itid=lk_inline_manual_5
2026-04-30,2026-04-27,Marist University,,RV,1155,52.0,42.0,10.0,,,gen202mar4b14738d,https://maristpoll.marist.edu/wp-content/uploads/2026/05/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202605011058.pdf
2026-05-03,2026-04-30,Morning Consult,,RV,2200,46.0,43.0,3.0,,,gen202morfece680f,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#05-03-2026
2026-05-03,2026-04-27,Morning Consult,,RV,24000,46.0,43.0,3.0,,,gen202mor950d8ecd,https://pro-assets.morningconsult.com/wp-uploads/2026/08/MCPI-PI-Weekly.html#05-03-2026
2026-05-04,2026-04-30,CNN/SSRS,,RV,,45.0,42.0,3.0,,,gen202cnn284290e8,https://www.documentcloud.org/documents/28114951-cnn-poll-conducted-by-ssrs-affordability
2026-05-04,2026-05-01,YouGov,The Economist,RV,1406,44.0,41.0,3.0,,,gen202you3b7f3c42,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Zi1MEwp.pdf#page=32
2026-05-04,2026-05-01,YouGov,The Economist,A,1570,38.0,34.0,4.0,,,gen202youb0c541de,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Zi1MEwp.pdf#page=32
2026-05-05,2026-05-01,Focaldata,Financial Times,RV,3017,51.862,44.4652,7.4,,,gen202foc15ef8992,https://www.focaldata.com/blog/democrats-lead-economy-focaldata-financial-times-poll
2026-05-05,2026-05-01,Focaldata,Financial Times,A,3612,46.436,38.7615,7.7,,,gen202foc290a9926,https://www.focaldata.com/blog/democrats-lead-economy-focaldata-financial-times-poll
2026-05-05,2026-04-29,HarrisX,,LV,1891,48.0,46.0,2.0,,,gen202harfa03dff7,https://www.harrisx.com/posts/forbes-and-harrisx-partner-on-new-american-confidence-survey-as-gallup-ends-approval-polling
2026-05-05,2026-04-29,HarrisX,Forbes,RV,2359,46.0,45.0,1.0,,,gen202har68e5c022,https://www.harrisx.com/posts/forbes-and-harrisx-partner-on-new-american-confidence-survey-as-gallup-ends-approval-polling
2026-05-05,2026-04-29,HarrisX,Forbes,A,2569,46.0,45.0,1.0,,,gen202har76cd5463,https://www.harrisx.com/posts/forbes-and-harrisx-partner-on-new-american-confidence-survey-as-gallup-ends-approval-polling
2026-05-06,2026-05-05,Cygnal,,LV,1500,48.5,42.4,6.1,,,gen202cygf628d98b,https://www.cygn.al/wp-content/uploads/2026/05/23838-Cygnal-National-May26-NVT-Deck-Public.pdf#page=42
2026-05-06,2026-05-04,RMG Research,Napolitan Institute,RV,2000,50.0,41.0,9.0,,,gen202rmgedb864a5,https://napolitannews.org/posts/generic-ballot-dem-50-percent-gop-41-dems-also-more-enthusiastic
2026-05-07,2026-05-04,AtlasIntel,,A,2069,54.6,40.1,14.5,,,gen202atlfaff628e,https://www.atlasintel.org/poll/usa-national-2026-05-11
2026-05-07,2026-05-04,Cygnal,Conservative Energy Network,LV,1500,48.0,41.0,7.0,REP,,gen202cyg62d7b594,https://conservativeenergynetwork.org/new-national-poll-americans-demand-action-on-rising-energy-costs-support-modernizing-the-grid-and-expanding-domestic-energy-production
2026-05-10,2026-05-05,Change Research,,RV,2244,45.0,42.0,3.0,,,gen202chaa87e051f,https://portal.changeresearch.com/portal/projects/07dc6ff6-bb96-4bc5-a138-90b0ab3b22db
2026-05-10,2026-05-04,Morning Consult,,RV,24000,45.0,42.0,3.0,,,gen202morb2eb12dc,https://pro-assets.morningconsult.com/wp-uploads/2026/08/MCPI-PI-Weekly.html#05-10-2026
2026-05-11,2026-05-08,Ipsos,Reuters,RV,993,41.0,35.0,6.0,,,gen202ips56dfccb2,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-05/Reuters%20Ipsos%20May%20Political%20Update%20Poll%20Topline.pdf
2026-05-11,2026-05-08,Ipsos,Reuters,A,1254,36.0,31.0,5.0,,,gen202ips98484562,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-05/Reuters%20Ipsos%20May%20Political%20Update%20Poll%20Topline.pdf
2026-05-11,2026-05-09,YouGov,The Economist,RV,1408,45.0,40.0,5.0,,,gen202youb7220175,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ONiR6Nb.pdf#page=60
2026-05-11,2026-05-09,YouGov,The Economist,A,1547,37.0,34.0,3.0,,,gen202you91f64a9d,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ONiR6Nb.pdf#page=60
2026-05-15,2026-05-11,The New York Times/Siena University,,RV,1507,49.5,39.1,10.4,,,gen202thee6468149,https://www.nytimes.com/interactive/2026/05/18/polls/times-siena-national-poll-crosstabs.html
2026-05-15,2026-05-13,YouGov,CBS News,RV,1397,45.0,40.0,5.0,,,gen202you5072b560,https://assets1.cbsnewsstatic.com/hub/cms/prod_cms_alt/file/2026/05/19/9b11ffab-4f11-440c-aec4-cb02ac525257/cbs_20260517_rv.pdf
2026-05-17,2026-05-15,Morning Consult,,RV,2203,47.0,41.0,6.0,,,gen202morf843d467,https://intel.morningconsult.com/mc-content/trackers/donald-trump-congress-policy-republicans-polling#05-17-2026
2026-05-17,2026-05-11,Morning Consult,,RV,28525,46.0,42.0,4.0,,,gen202mor0eb6c381,https://intel.morningconsult.com/mc-content/trackers/2026-midterm-election-generic-ballot-polls#05-17-2026
2026-05-18,2026-05-17,Bedrock Polling,Rainey Center,RV,1010,45.0,43.0,2.0,,,gen202bed25e3a0e3,https://cdn.prod.website-files.com/663a60b91deeae06e8ae1d1c/6a317d6b6a131bd58ddfc7b9_Rainey_Center_May_Omnibus_Toplines.pdf
2026-05-18,2026-05-15,Data for Progress,,LV,1149,51.0,43.0,8.0,,,gen202datf7176eb4,https://www.dataforprogress.org/blog/2026/5/21/democrats-lead-the-generic-ballot-by-8-points-as-midterms-approach
2026-05-18,2026-05-14,Echelon Insights,,LV,1008,51.0,43.0,8.0,,,gen202ech92b1793f,https://echeloninsights.com/hubfs/_Media%20for%20Insights%20Blog/May%202026%20Voter%20Omnibus%20Topline%20-%20External.pdf
2026-05-18,2026-05-07,Impact Research/National Research,The Wall Street Journal,RV,1500,48.0,40.0,8.0,,,gen202impde2e7fda,https://www.wsj.com/politics/policy/trump-republican-congress-control-98a13bd9
2026-05-18,2026-05-15,Ipsos,Reuters,RV,984,39.0,38.0,1.0,,,gen202ips8e4643b0,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-05/Reuters%20Ipsos%20Core%20Political%20May%20Topline_1.pdf
2026-05-18,2026-05-15,Ipsos,Reuters,A,1271,35.0,31.0,4.0,,,gen202ipsb55f0d9f,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-05/Reuters%20Ipsos%20Core%20Political%20May%20Topline_1.pdf
2026-05-18,2026-05-12,McLaughlin & Associates,,LV,1000,46.0,42.0,4.0,,,gen202mclac6f0649,https://mclaughlinonline.com/pols/wp-content/uploads/2026/05/National-May-Presentation-RELEASE-05-19-26.pdf
2026-05-18,2026-05-14,McLaughlin & Associates,America's New Majority Project,RV,2000,39.0,36.0,3.0,REP,,gen202mcl812e2f8e,https://www.americasnewmajorityproject.net/p/democrat-lawmakers-are-taking-positions
2026-05-18,2026-05-14,Quinnipiac University,,RV,1106,50.0,39.0,11.0,,,gen202qui189d3bff,https://poll.qu.edu/images/polling/us/us05202026_ugus99.pdf
2026-05-18,2026-05-17,The Rainey Center,,RV,1010,45.0,43.0,2.0,,,gen202thed828b959,https://cdn.prod.website-files.com/663a60b91deeae06e8ae1d1c/6a317d6b6a131bd58ddfc7b9_Rainey_Center_May_Omnibus_Toplines.pdf
2026-05-18,2026-05-15,YouGov,The Economist,RV,1375,46.0,43.0,3.0,,,gen202you10817016,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YTE4G2g.pdf#page=49
2026-05-18,2026-05-15,YouGov,The Economist,A,1543,40.0,35.0,5.0,,,gen202youedd3df25,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YTE4G2g.pdf#page=49
2026-05-19,2026-05-18,Verasight,Strength In Numbers,RV,1413,51.0,43.0,8.0,,,gen202vera78dda95,https://www.gelliottmorris.com/p/2026-05-26-may-strength-in-numbers-verasight-poll
2026-05-19,2026-05-18,Verasight,Strength In Numbers,A,1520,51.0,41.0,10.0,,,gen202vera1bb9c79,https://www.gelliottmorris.com/p/2026-05-26-may-strength-in-numbers-verasight-poll
2026-05-20,2026-05-13,Rasmussen Reports,,LV,2161,47.0,41.0,6.0,,,gen202ras58d26adb,https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_may25
2026-05-20,2026-05-18,Verasight/Morris Predictive Insights,Unite Here,A,2000,52.0,41.0,11.0,,,gen202verfe20faa5,https://www.politico.com/newsletters/playbook/2026/05/22/pod-save-nobody-00933436
2026-05-22,2026-05-21,John Zogby Strategies,,LV,,49.0,42.0,7.0,,,gen202joh690fd4a0,https://johnzogbystrategies.com/the-latest-zogby-political-poll-trump-economic-concerns-war-trends-05-22-26
2026-05-24,2026-05-18,Morning Consult,,RV,24849,46.0,42.0,4.0,,,gen202mor1bc36679,https://intel.morningconsult.com/mc-content/trackers/2026-midterm-election-generic-ballot-polls#05-24-2026
2026-05-24,2026-05-18,Morning Consult,,RV,29255,46.0,42.0,4.0,,,gen202morc2d053f1,https://intel.morningconsult.com/mc-content/trackers/2026-midterm-election-generic-ballot-polls#05-24-2026
2026-05-25,2026-05-24,Emerson College,,LV,1000,49.8,41.3,8.5,,,gen202emefa66ea0d,https://docs.google.com/spreadsheets/d/1Tw_zIv2JLeRPiZVOfoLA82rZY_RpNY9-/edit?rtpof=true&sd=true&gid=1557082126#gid=1557082126
2026-05-26,2026-05-20,Marquette University Law School,,LV,576,49.0,48.0,1.0,,,gen202mar7ecb1694,https://law.marquette.edu/assets/community/poll/MLSPSC32/MLSPSC32Toplines_NationalIssues.html
2026-05-26,2026-05-20,Marquette University Law School,,RV,857,46.0,45.0,1.0,,,gen202mar6d2d2b89,https://law.marquette.edu/assets/community/poll/MLSPSC32/MLSPSC32Toplines_NationalIssues.html
2026-05-26,2026-05-20,Marquette University Law School,,A,1001,45.0,41.0,4.0,,,gen202mar66597189,https://law.marquette.edu/assets/community/poll/MLSPSC32/MLSPSC32Toplines_NationalIssues.html
2026-05-26,2026-05-19,Pennsylvania State University McCourtney Institute for Democracy/YouGov,,RV,862,41.0,37.0,4.0,,,gen202pen573f413b,https://democracy.psu.edu/wp-content/uploads/sites/14/2026/06/MOTN-GoodJobJune2026v2.pdf
2026-05-26,2026-05-22,YouGov,The Economist,RV,1393,46.0,41.0,5.0,,,gen202youa845f411,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aWdgoE7.pdf#page=51
2026-05-26,2026-05-22,YouGov,The Economist,A,1514,39.0,33.0,6.0,,,gen202youa317f770,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aWdgoE7.pdf#page=51
2026-05-27,2026-05-24,Big Data Poll,Public Polling Project,LV,2874,50.3,39.4,10.9,,,gen202bigb5540448,https://www.bigdatapoll.com/blog/democrats-expand-lead-in-may-as-voters-sour-further-on-the-iran-war
2026-05-27,2026-05-24,Big Data Poll,Public Polling Project,RV,3176,48.3,38.0,10.3,,,gen202big0f51178f,https://www.bigdatapoll.com/blog/democrats-expand-lead-in-may-as-voters-sour-further-on-the-iran-war
2026-05-28,2026-05-26,TIPP Insights,Issues & Insights,RV,1332,46.0,41.0,5.0,,,gen202tip4415de70,https://issuesinsights.com/2026/06/15/does-either-party-have-an-edge-in-2026-midterms-and-2028-presidential-election-ii-tipp-poll
2026-05-31,2026-05-29,HarrisX/Harris,Harvard CAPS,RV,1725,51.0,49.0,2.0,,,gen202har52d21b8c,https://harvardharrispoll.com/wp-content/uploads/2026/06/HHP_May2026_KeyResults.pdf
2026-05-31,2026-05-25,Morning Consult,,RV,,45.0,42.0,3.0,,,gen202morf4eb5111,https://intel.morningconsult.com/mc-content/trackers/2026-midterm-election-generic-ballot-polls#05-31-2026
2026-06-01,2026-05-29,Focaldata,Financial Times,RV,1537,48.0,43.0,5.0,,,gen202focde986d92,http://focaldata.com/blog/trump-inflation-approval-crashes-to-record-low
2026-06-01,2026-05-29,Focaldata,Financial Times,A,1719,45.0,42.0,3.0,,,gen202foc42312cd7,http://focaldata.com/blog/trump-inflation-approval-crashes-to-record-low
2026-06-01,2026-05-29,YouGov,The Economist,RV,1452,46.0,42.0,4.0,,,gen202you7b6454f4,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf#page=58
2026-06-01,2026-05-29,YouGov,The Economist,A,1603,41.0,35.0,6.0,,,gen202youdb34af58,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf#page=58
2026-06-02,2026-06-01,Quantus Insights,,LV,1050,47.0,42.0,5.0,,,gen202qua8d4f16f1,https://drive.google.com/file/d/170FM0UjFJmSccdmQqJKxbqhw-wsWDtdi/view
2026-06-02,2026-05-29,The Bullfinch Group,,A,1200,41.0,34.0,7.0,,,gen202the6afca19c,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q2-nationwide-survey-4
2026-06-02,2026-05-29,The Bullfinch Group,,RV,1000,42.0,36.0,6.0,,,gen202thea1a0afb2,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q2-nationwide-survey-4
2026-06-02,2026-05-30,The Winston Group,Winning the Issues,RV,1000,48.0,41.0,7.0,REP,,gen202thef222ecc9,https://www.winningtheissues.org/wp-content/uploads/2026/06/May-2026-Winning-the-Issues-Survey.pdf
2026-06-03,2026-06-02,Cygnal,,LV,1500,49.0,44.0,5.0,,,gen202cygbfde610f,https://www.cygn.al/news/poll-independents-arent-who-you-think-they-are-the-left-americas-250-and-who-trump-has-lost-since-the-inauguration
2026-06-03,2026-05-29,The Argument/Verasight,,RV,3008,53.0,47.0,6.0,,,gen202the4b712378,https://www.theargumentmag.com/p/the-biggest-issue-in-american-politics
2026-06-04,2026-06-01,Noble Predictive Insights,The Center Square,RV,2585,47.0,41.0,6.0,,,gen202nob5477cc24,https://www.thecentersquare.com/national/article_068f34af-cac1-4328-b582-915d04044322.html
2026-06-04,2026-06-01,RMG Research,Napolitan Institute,RV,2000,49.0,45.0,4.0,,,gen202rmg8b19cf0c,https://napolitannews.org/posts/generic-ballot-dem-49-percent-gop-45-dems-more-enthusiastic
2026-06-05,2026-05-28,Clarity Campaign Labs,,LV,1045,48.0,45.0,3.0,,,gen202cla167fdc50,https://www.claritycampaigns.com/clarity-omnibus-2026-may
2026-06-06,2026-06-04,Research Co.,,A,1001,38.0,33.0,5.0,,,gen202res9438765a,https://researchco.ca/wp-content/uploads/2026/06/Tables_Politics_USA_15Jun2026.pdf
2026-06-07,2026-05-20,HarrisX,Forbes,LV,1137,46.0,45.0,1.0,,,gen202har3111816f,https://www.harrisx.com/content/forbes-harrisx-american-confidence-tracker-june-2026#06-07-2026
2026-06-07,2026-05-20,HarrisX,Forbes,RV,1392,44.0,43.0,1.0,,,gen202har8f24bc9e,https://www.harrisx.com/content/forbes-harrisx-american-confidence-tracker-june-2026#06-07-2026
2026-06-07,2026-05-20,HarrisX,Forbes,A,2010,43.0,42.0,1.0,,,gen202harde8dec3f,https://www.harrisx.com/content/forbes-harrisx-american-confidence-tracker-june-2026#06-07-2026
2026-06-07,2026-05-29,Hart Research Associates/Public Opinion Strategies,NBC News; More Perfect,RV,2400,49.0,44.0,5.0,,,gen202har3b4dc744,https://www.documentcloud.org/documents/28246606-260216-nbc-june-2026-poll-61426-release
2026-06-07,2026-06-01,Morning Consult,,RV,24849,46.0,42.0,4.0,,,gen202mor2b525ceb,https://intel.morningconsult.com/mc-content/trackers/2026-midterm-election-generic-ballot-polls#06-07-2026
2026-06-08,2026-06-07,Emerson College,,LV,1200,50.3,39.5,10.8,,,gen202eme29000092,https://docs.google.com/spreadsheets/d/1OdhDSPbsk575neEvXB2v103QdfEAE8l-/edit?gid=1710999602#gid=1710999602
2026-06-08,2026-06-03,Ipsos,Reuters,RV,3578,41.0,37.0,4.0,,,gen202ips094ac646,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-06/Reuters%20Ipsos%20Large%20Issue%20Topline%20June%202026%206.8%20release.pdf
2026-06-08,2026-06-03,Ipsos,Reuters,A,4531,35.0,31.0,4.0,,,gen202ipsc03e0960,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-06/Reuters%20Ipsos%20Large%20Issue%20Topline%20June%202026%206.8%20release.pdf
2026-06-08,2026-06-05,YouGov,The Economist,RV,1437,45.0,41.0,4.0,,,gen202you7e155176,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nvajahp.pdf#page=31
2026-06-08,2026-06-05,YouGov,The Economist,A,1567,37.0,33.0,4.0,,,gen202you2ea3a450,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nvajahp.pdf#page=31
2026-06-13,2026-06-12,The Public Sentiment Institute,,LV,1023,50.0,41.0,9.0,,,gen202the289bae57,https://tpsiofficial.substack.com/p/tpsi-junes-national-benchmark-poll
2026-06-13,2026-06-12,The Public Sentiment Institute,,RV,1042,43.0,34.0,9.0,,,gen202thecaa1c332,https://tpsiofficial.substack.com/p/tpsi-junes-national-benchmark-poll
2026-06-14,2026-06-11,Echelon Insights,,LV,1012,50.0,44.0,6.0,,,gen202ech6ea2c23e,https://echeloninsights.com/hubfs/_Media%20for%20Insights%20Blog/June%202026%20Voter%20Omnibus%20Topline%20-%20External.pdf
2026-06-14,2026-06-08,Morning Consult,,RV,24000,45.8,41.9,3.9,,,genconmor4f257b9c,https://pro-assets.morningconsult.com/wp-uploads/2026/06/MCPI-Midterm-Ballot_260622.html
2026-06-15,2026-06-12,Ipsos,Reuters,RV,1195,41.0,38.0,3.0,,,gen202ips6e1b4a09,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-06/Reuters%20Ipsos%20America%20250%20Poll%20Topline%20June%202026_0.pdf
2026-06-15,2026-06-12,Ipsos,,A,1537,35.0,31.0,4.0,,,gen202ipsc3892df0,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-06/Reuters%20Ipsos%20America%20250%20Poll%20Topline%20June%202026_0.pdf
2026-06-15,2026-06-09,Marquette University Law School,,LV,827,53.0,45.0,8.0,,,genconmar0fdfbf72,https://law.marquette.edu/assets/community/poll/MLSPSC33/PressRelease_America250pt2.pdf
2026-06-15,2026-06-13,YouGov,The Economist,RV,1402,46.0,44.0,2.0,,,gen202youda6c5c1c,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_GpnDRNm.pdf#page=74
2026-06-15,2026-06-13,YouGov,The Economist,A,1547,39.0,36.0,3.0,,,gen202you92365a96,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_GpnDRNm.pdf#page=74
2026-06-16,2026-06-12,The Bullfinch Group,The Independent Center,RV,1000,44.0,36.0,8.0,,,gen202the175e2ddd,https://cdn.prod.website-files.com/68f64c3625044325e169d107/6a3583631f77734f69af70c8_2026%20IC%20Nationwide%20News%20Survey%20Toplines%20(1).pdf
2026-06-16,2026-06-12,The Bullfinch Group,The Independent Center,A,1200,43.0,34.0,9.0,,,gen202the035c13b4,https://cdn.prod.website-files.com/68f64c3625044325e169d107/6a3583631f77734f69af70c8_2026%20IC%20Nationwide%20News%20Survey%20Toplines%20(1).pdf
2026-06-17,2026-06-16,Quantus Insights,,LV,1000,47.0,43.0,4.0,,,gen202qua445d984b,https://polls.quantusinsights.org/polls/national-approval-june-17?tab=toplines
